doi,name,affiliation,publisher,type
10.1111/imm.12251,"Hiemstra, Ida H.",Department of Molecular Cell Biology and Immunology; VU University Medical Centre; Amsterdam the Netherlands,Wiley,JOUR
10.14768/20200228001.1,"Luyssaert, Sebastiaan",VU Amsterdam,Institut Pierre-Simon Laplace,COMP
10.1111/j.1464-0597.2012.00524.x,"Bal, P. Matthijs",VU University Amsterdam; The Netherlands,Wiley,JOUR
10.1111/febs.13258,"Bosdriesz, Evert",Systems Bioinformatics; VU University; Amsterdam The Netherlands,Wiley,JOUR
10.1111/bjh.12346,"Regelink, Josien C.",Department of Haematology; VU University Medical Centre; Amsterdam; The Netherlands,Wiley,JOUR
10.1002/rcm.6923,"Kloos, Dick-Paul",Center for Proteomics and Metabolomics; Leiden University Medical Center (LUMC); Albinusdreef 2 2300 RC Leiden The Netherlands; AIMMS Division of BioAnalytical Chemistry; VU University Amsterdam; De Boelelaan 1083 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1111/cod.12789,"Koppes, Sjors A.","Department of Coronel Institute of Occupational Health, Academic Medical Center; University of Amsterdam; 1105 AZ Amsterdam The Netherlands; Department of Dermatology-Allergology; VU University Medical Centre; 081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1177/0093650214564051,"Johnson, Benjamin K.","VU University Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/1476127015580309,"Madhok, Anoop","York University, Canada; VU University Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1161/hypertensionaha.115.05319,"Pilz, Stefan","From the Division of Endocrinology and Metabolism, Department of Internal Medicine (S.P., M.G., K.K., A.F.P., G.T., B.O.-P., V.S., F.A., J.M., E.L.), Department of Cardiology (M.G., N.V., A.T.), and Clinical Institute of Medical and Chemical Laboratory Diagnostics (H.S., A.M., W.M.), Medical University of Graz, Graz, Austria; Department of Epidemiology and Biostatistics, EMGO Institute for Health and Care Research, VU University Medical Centre, Amsterdam, The Netherlands (S.P., J.M.D.); Division of...",Ovid Technologies (Wolters Kluwer Health),JOUR
10.1177/0022034517729998,"Buskermolen, J.K.","Department of Oral Cell Biology, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1152/japplphysiol.00787.2011,"Bobbert, Maarten F.","Research Institute MOVE, Faculty of Human Movement Sciences, VU University Amsterdam, Amsterdam, The Netherlands",American Physiological Society,JOUR
10.1093/gerona/glx003,"Hooghiemstra, Astrid M.","Alzheimer Center, Department of Neurology, Amsterdam Neuroscience, VU University Medical Center, The Netherlands.; Department of Clinical Neuropsychology, Vrije Universiteit, Amsterdam, The Netherlands.",Oxford University Press (OUP),JOUR
10.1177/0164027515585358,"Bloemen, Hans","Tinbergen Institute, VU University Amsterdam, Amsterdam, The Netherlands; IZA, Bonn, Germany",SAGE Publications,JOUR
10.1080/13557858.2016.1244741,"Raza, Qaisar","Department of Health Sciences, Faculty of Earth and Life Sciences, VU University Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/jgs.13834,"van Leeuwen, Karen M.",Department of General Practice and Elderly Care Medicine; Emgo+ Institute for Health and Care Research; VU University Medical Center; Amsterdam The Netherlands; Department of Health Sciences; Faculty of Earth & Life Sciences; Emgo+ Institute for Health and Care Research; VU University; Amsterdam the Netherlands,Wiley,JOUR
10.1021/acscatal.5b01354,"Wolters, Lando P.","Departmentof Theoretical Chemistry and Amsterdam Center for Multiscale Modeling, VU University, De Boelelaan 1083, NL-1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/2041-210x.12138,"Cornwell, William K.","Department of Systems Ecology; Institute of Ecological Science; VU Amsterdam De Boelelaan 1085 Amsterdam 1081 HV The Netherlands; School of Biological, Earth and Environmental Sciences; Evolution & Ecology Research Centre; University of New South Wales; Sydney NSW 2052 Australia",Wiley,JOUR
10.1093/eurheartj/ehy651,"Lemkes, Jorrit S","Department of Cardiology, Amsterdam UMC, VU University Amsterdam, De Boelelaan 1117, Amsterdam, the Netherlands",Oxford University Press (OUP),JOUR
10.17026/dans-2at-nzfs,"Stunt, J.J.",VU Amsterdam,Data Archiving and Networked Services (DANS),RPRT
10.1089/ast.2015.1329,"Verkaaik, Mattheus F.C.","LaserLaB, Faculty of Sciences, VU University Amsterdam, Amsterdam, the Netherlands.",Mary Ann Liebert Inc,JOUR
10.1146/annurev-vision-111815-114443,"Roelfsema, Pieter R.","Netherlands Institute for Neuroscience, 1105 BA Amsterdam, The Netherlands; email:; Department of Integrative Neurophysiology, VU University Amsterdam, 1081 HV Amsterdam, The Netherlands; Psychiatry Department, Academic Medical Center, 1105 AZ Amsterdam, The Netherlands",Annual Reviews,JOUR
10.2522/ptj.20140270,"Balemans, Astrid C.J.","A.C.J. Balemans, PhD, Department of Rehabilitation Medicine, MOVE Research Institute Amsterdam, and EMGO+ Institute for Health and Care Research, VU University Medical Centre, PO Box 7057, 1007 MB, Amsterdam, the Netherlands.",Oxford University Press (OUP),JOUR
10.1111/gcb.12331,"van Asselen, Sanneke",Institute for Environmental Studies; VU University Amsterdam; De Boelelaan 1087 Amsterdam HV 1081 The Netherlands,Wiley,JOUR
10.1093/brain/awy108,"Nota, Nienke M","Department of Internal Medicine, Division of Endocrinology, VU University Medical Centre, De Boelelaan, Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1002/sim.6732,"van de Wiel, Mark A.",Department of Epidemiology and Biostatistics; VU University Medical Center; Amsterdam The Netherlands; Department of Mathematics; VU University; Amsterdam The Netherlands,Wiley,JOUR
10.1111/medu.12534,"Verdonk, Petra",Department of Medical Humanities; EMGO Institute for Health and Care Research; School of Medical Sciences; VU Medical Centre; Amsterdam The Netherlands,Wiley,JOUR
10.1177/1049732314543196,"Abma, Tineke A.","VU University Medical Centre, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.5465/amd.2015.0009,"Wickert, Christopher",VU University Amsterdam,Academy of Management,JOUR
10.1021/cs400926z,"Estévez, Verónica","Departmentof Chemistry &amp; Pharmaceutical Sciences and Amsterdam Institutefor Molecules, Medicines &amp; Systems, VU University Amsterdam, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.5402/2011/249421,"Deijen, Jan Berend","Department of Clinical Neuropsychology, VU University of Amsterdam, van der Boechorst Street 1, 1081 BT Amsterdam, The Netherlands",Hindawi Limited,JOUR
10.1177/0967010608088779,"Kessler, Oliver","University of Bielefeld, Germany, VU University, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1177/1477370810363374,"Wong, Thessa M. L.","VU University Amsterdam, The Netherlands,",SAGE Publications,JOUR
10.1177/0146621615592294,"Smits, Niels","VU University Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/00344087.2016.1191410,"van der Kooij, Jacomijn C.","VU University Amsterdam, Amsterdam, the Netherlands",Informa UK Limited,JOUR
10.1177/0022219408321128,"Dirks, Evelien","VU University of Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1111/geb.12272,"Soudzilovskaia, Nadejda A.",Department of Ecological Sciences; VU University Amsterdam; De Boelelaan 1085 1081 HV Amsterdam The Netherlands; Computational Geo-Ecology Department; Institute for Biodiversity and Ecosystem Dynamics; University of Amsterdam; PO Box 94248 1090 GE Amsterdam The Netherlands,Wiley,JOUR
10.1111/joes.12112,"de Groot, Henri L.F.",VU University Amsterdam; Tinbergen Institute; Ecorys,Wiley,JOUR
10.1111/nph.13623,"Verheijen, Lieneke M.",Systems Ecology; Department of Ecological Science; VU University Amsterdam; De Boelelaan 1085 1081 HV Amsterdam the Netherlands,Wiley,JOUR
10.1115/1.4005619,"Sankararaman, Shankar","ProfessorJohn R. Murray Sr. Chair in Engineering, Department of Civil and Environmental Engineering, Vanderbilt University, VU Station B # 351831, 2301 Vanderbilt Place, Nashville, TN 37235",ASME International,JOUR
10.1111/cod.12770,"Koppes, Sjors A.","Academic Medical Center, Department: Coronel institute of Occupational Health; Amsterdam Public Health Research Institute; 1105 AZ Amsterdam The Netherlands; Department of Dermatology-Allergology; VU University Medical Centre; 1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1177/2050157916664559,"Ranzini, Giulia","VU University Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1002/wrcr.20341,"Delsman, Joost R.",Department of Soil and Groundwater; Deltares; Utrecht Netherlands; Critical Zone Hydrology Group; Department of Earth Sciences; VU University Amsterdam; Amsterdam Netherlands,American Geophysical Union (AGU),JOUR
10.1111/j.1532-5415.2011.03829.x,"Eggermont, Laura H.P.",Department of Clinical Neuropsychology; VU University,Wiley,JOUR
10.12968/denu.2012.39.2.145,"Raber-Durlacher, Judith E","Department of Periodontology, Academic Centre of Dentistry Amsterdam, University of Amsterdam and VU University, Amsterdam, The Netherlands",Mark Allen Group,JOUR
10.1509/jmr.11.0528,"Özturan, Peren",VU University Amsterdam,SAGE Publications,JOUR
10.1177/0267323113478522,"Takens, Janet","VU University, The Netherlands",SAGE Publications,JOUR
10.1111/jan.13270,"Meijer, Ellen",Department of Medical Humanities; VU University Medical Centre; Amsterdam The Netherlands,Wiley,JOUR
10.1080/20008198.2017.1400878,"van Dijke, Annemiek","Yulius Academy/Yulius/COLK Centre for Psychosomatics Yulius, Dordrecht - Zaandam, the Netherlands; Department of Clinical Psychology, VU University Amsterdam, Rotterdam, the Netherlands; PsyQ Zaandam &amp; Parnassia Academy, the Netherlands",Informa UK Limited,JOUR
10.1111/mbe.12066,"Edelenbosch, Rosanne",Athena Institute for Research on Innovation and Communication in Health and Life Sciences; VU University Amsterdam,Wiley,JOUR
10.1177/1359104510378303,"Steensma, Thomas D.","Department of Medical Psychology, VU University Medical Centre, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1177/0170840615580014,"Verbeeten, Frank H. M.","VU University Amsterdam/Utrecht University School of Economics, The Netherlands",SAGE Publications,JOUR
10.1080/00222895.2010.481694,"Koedijker, Johan M.","a Research Institute MOVE, Faculty of Human Movement Sciences , VU University Amsterdam , the Netherlands",Informa UK Limited,JOUR
10.1021/jp401663w,"Wientjes, Emilie","Department of Physics and Astronomy, Faculty of Sciences, VU University Amsterdam, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1029/2009wr007707,"te Linde, A. H.",Institute for Environmental Studies; VU University Amsterdam; Amsterdam Netherlands; Deltares; Delft Netherlands,American Geophysical Union (AGU),JOUR
10.1002/hrm.21633,"Akkermans, Jos",VU University Amsterdam; The Netherlands,Wiley,JOUR
10.1111/cdoe.12017,"van Selms, Maurits K.A.","Department of Oral Kinesiology, Academic Centre for Dentistry Amsterdam (ACTA), MOVE Research Institute Amsterdam; University of Amsterdam and VU University Amsterdam; Amsterdam; The Netherlands",Wiley,JOUR
10.1177/1352458513518626,"Balk, LJ","Department of Neurology, VU University Medical Centre, the Netherlands",SAGE Publications,JOUR
10.1260/1747-9541.8.1.89,"Pluijms, Joost P.","MOVE Research Institute Amsterdam, Faculty of Human Movement Sciences, VU University Amsterdam, van der Boechorststraat 9, 1081 BT, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/08989621.2017.1327814,"Bouter, Lex M.","Department of Epidemiology and Biostatistics, VU University Medical Center, Amsterdam, The Netherlands; Department of Philosophy, Faculty of Humanities, Vrije Universiteit, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.5281/zenodo.3686713,"Plomp, Esther",TU Delft / VU Amsterdam,Zenodo,RPRT
10.5281/zenodo.3686714,"Plomp, Esther",TU Delft / VU Amsterdam,Zenodo,RPRT
10.1111/bjh.12994,"Alhan, Canan",Department of Haematology; Cancer Centre Amsterdam; VU University Medical Centre; Amsterdam The Netherlands,Wiley,JOUR
10.1191/0269215505cr883oa,"Eyssen, I C J M","Department of Occupational Therapy, VU University Medical Centre, Amsterdam",SAGE Publications,JOUR
10.1111/jcpp.12741,"de Zeeuw, Eveline L.",Department of Biological Psychology; Vrije Universiteit; Amsterdam the Netherlands; Amsterdam Public Health Research Institute; VUmc; Amsterdam the Netherlands,Wiley,JOUR
10.1001/jamapsychiatry.2015.1516,"Weitz, Erica S.","Department of Clinical Psychology and EMGO Institute for Health and Care Research, VU University Amsterdam, Amsterdam, the Netherlands",American Medical Association (AMA),JOUR
10.1080/07294360.2016.1208154,"van Lankveld, Thea","VU Academic Centre for Human Behaviour and Movement, LEARN!, VU University Amsterdam, Amsterdam, The Netherlands; Research in Education, LEARN!, VUmc School of Medical Sciences, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.3945/ajcn.115.127324,"Treur, Jorien L","Department of Biological Psychology, Vrije University (VU) Amsterdam, Amsterdam, Netherlands; EMGO+ Institute for Health and Care Research and",Oxford University Press (OUP),JOUR
10.1111/ijmr.12129,"Nguyen, Dung H.",Department of Information; Logistics and Innovation; Faculty of Economics and Business Administration; VU University Amsterdam; De Boelelaan 1105 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.18140/flx/1440184,"Belelli, Luca",VU University Amsterdam,FluxNet; University of Tuscia - Vietrbo,DATA
10.1177/0146167207307485,"Van Zomeren, Martijn","University of Amsterdam and VU University Amsterdam, the Netherlands,",SAGE Publications,JOUR
10.1111/clr.12224,"Louropoulou, Anna",Department of Periodontology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and VU University; Amsterdam The Netherlands,Wiley,JOUR
10.1177/0261927x07313645,"Clark, Anna E.","VU University Amsterdam, The Netherlands,",SAGE Publications,JOUR
10.1111/sipr.12000,"van Vugt, Mark",VU University and University of Oxford,Wiley,JOUR
10.1111/hex.12188,"Bagchus, Charlotte",Athena Institute; VU University; Amsterdam the Netherlands,Wiley,JOUR
10.1155/2016/1318256,"Bastidas-Coral, Angela P.","Department of Oral Cell Biology, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, MOVE Research Institute Amsterdam, Amsterdam, Netherlands",Hindawi Limited,JOUR
10.1111/1758-5899.12184,"Widerberg, Oscar",VU University Amsterdam,Wiley,JOUR
10.1111/j.1600-051x.2012.01927.x,"Kuzmanova, Denica",Department of Periodontology and Oral Biochemistry; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and VU University Amsterdam; The Netherlands,Wiley,JOUR
10.1080/23299460.2017.1326258,"van der Meij, Marjoleine G.","Athena Institute, VU University of Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1111/ijmr.12055,"de Mol, Eva",VU University Amsterdam; Boelelaan 1105 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1099/mic.0.2006/003533-0,"Mooij, Marlies J","Department of Medical Microbiology and Infection Control, VU medical centre, van der Boechorststraat 7, 1081 BT Amsterdam, The Netherlands",Microbiology Society,JOUR
10.1177/0018720808329843,"Houwink, Annemieke","VU University Amsterdam, Netherlands",SAGE Publications,JOUR
10.1080/13540600802571387,"Swennen, Anja","a  CETAR, VU University ,  Amsterdam ,  The Netherlands",Informa UK Limited,JOUR
10.1177/0748730414550199,"Rutters, Femke","Department of Epidemiology and Biostatistics, VU University Medical Centre, Amsterdam, the Netherlands; EMGO+ Institute for Health and Care Research, VU University Medical Centre, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1111/cmi.12221,"van der Woude, Aniek D.",Department of Medical Microbiology and Infection Control; VU University Medical Center; van der Boechorststraat 7 1081 BT Amsterdam The Netherlands; Department of Molecular Microbiology; Institute of Molecular Cell Biology; VU University; de Boelelaan 1085 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1111/sms.12572,"van Ginkel, S.",School of Healthcare Science; Manchester Metropolitan University; Manchester UK; MOVE Research Institute Amsterdam; Faculty of Human Movement Sciences; VU University Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1177/0018726713519279,"Wickert, Christopher","VU University Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1093/annonc/mdz066.003,"Ronden-Kianoush, M I","Pulmonology / Radiation Oncology, Vrije University Medical Centre (VUMC), Amsterdam, Netherlands",Elsevier BV,JOUR
10.1096/fj.13-236356,"Vorselen, Daan",Department of Physics and AstronomyVU University AmsterdamAmsterdamThe Netherlands; LaserLab AmsterdamVU University AmsterdamAmsterdamThe Netherlands; Department of Oral Cell BiologyAcademic Centre for Dentistry Amsterdam (ACTA)University of Amsterdam and VU University AmsterdamMOVE Research Institute AmsterdamAmsterdamThe Netherlands,Wiley,JOUR
10.1111/1462-2920.12776,"Bastiaansen, Karlijn C.",Department of Environmental Protection; Estación Experimental del Zaidín-Consejo Superior de Investigaciones Científicas; Granada Spain; Section of Molecular Microbiology; Department of Molecular Cell Biology; VU University; Amsterdam The Netherlands,Wiley,JOUR
